title,type,status,progress_percent,population,region,prefecture,commune,canton,launch_date,work_completion_date,source
Construction d'un bâtimentd'un bâtiment scolaire de 3 classes + Bureau+Magasin+forage photovoltaïque à l'EPP Wantambongue,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,537.0,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,2025-09-26,2025-12-11,COSO
"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires + forage à l'EPP ",Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,255.0,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,2024-10-18,2025-04-30,COSO
"Construction d'un batiment scolaire de trois classes,bureau,magasin et blocs sanitaires avec forage à l'EPP Matougou B",Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,329.0,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,2024-11-13,2025-10-31,COSO
Réalisation  d'un forage photovoltaique pour le maraichage ,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,0.0,161.0,Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,2025-10-27,2026-03-17,COSO
Construction et équipement d'un bâtiement  scolaire de 03 classes avec Bureau-magasin + 2blocs latrines et un forage ,Forages photovoltaïques dans les établissements scolaires,Réception définitive 100.0%,100.0,1130.0,Savanes,Tône,Tône 2,Naki-Ouest,2024-11-10,2025-02-19,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,100.0,976.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-05-20,2025-09-21,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,421.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-02-20,2025-10-06,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,1106.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-05-20,2025-09-21,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,252.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-03-07,2025-09-15,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,615.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-07-11,2025-12-16,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,894.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-04-03,2025-09-21,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,1312.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-05-20,2025-12-16,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,685.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-04-20,2025-09-15,COSO
Réalissation d'un forage photovoltaïque maraicher,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,1096.0,Savanes,Tône,Tône 2,Naki-Ouest,2025-04-14,2025-09-15,COSO
"Construction d'un batiment scolaire de trois classes,bureau,magasin  + forage ",Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,1749.0,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,2025-03-22,2025-07-11,COSO
Construction d'un batiment scolaire à l'EPP avec forage,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,567.0,Savanes,Oti,Oti 2,Galangashie,2025-03-22,2025-07-10,COSO
Construction d'un batiment scolaire à l'EPP avec forage,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,388.0,Savanes,Oti,Oti 2,Galangashie,2025-10-11,2026-03-12,COSO
construcion d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Réception provisoire 100.0%,0.0,519.0,Savanes,Oti,Oti 2,Galangashie,2025-01-20,2025-09-08,COSO
Construction d'un bâtiment scolaire de trois salles de classe+bureau+ magasin  avec forage à l'EPP NABILE  B,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,100.0,1768.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-06-28,2025-11-15,COSO
"Appui à la construction d'un batiment scolaire de 03 classes, un bureau et magasin à l'EPP Nadjankarkou, avec forage",Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,724.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-04-28,2025-10-13,COSO
"Construction et équipement d'un bâtiment scolaire de 3 classes avec bureau, magasin, latrines et d'un forage photovoltaïque à l'EPP Sakou",Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,100.0,834.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,,2025-09-29,COSO
Construction d'un bâtiment pour le préscolaire au JEP Djèbouri ,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,2400.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-06-28,2025-12-02,COSO
Construction et équipement d'un batiment scolaire + forage pour le jardin d'enfants JEP de Djé-Djabou,Forages photovoltaïques dans les établissements scolaires,Réception définitive 100.0%,0.0,1987.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2024-10-17,2025-01-28,COSO
Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,2103.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-06-03,2026-02-15,COSO
Réalisation d'un forage photovoltaique pour le maraichage et abreuvement des animaux,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,100.0,564.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-05-21,2025-08-28,COSO
Réalisation d'un forage photovoltaique pour le maraichage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,100.0,450.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,,2026-04-01,COSO
"Construction d'un bâtiment scolaire de trois (3) classes, bureau , magasin et forage photovoltaïque",Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,0.0,2822.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2024-10-15,2025-10-20,COSO
"Construction d'un bâtiment scolaire de quatre (4) classes, bureaun , magasin et forage au CEG TONTONDI",Forages photovoltaïques dans les établissements scolaires,Achevé 100.0%,0.0,1151.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2025-11-19,2026-02-15,COSO
Construction d'un JEP de deux (2) classes+forage photovoltaïque,Forages photovoltaïques dans les établissements scolaires,Achevé 100.0%,0.0,580.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2025-10-08,2026-02-15,COSO
Réalisation d'un foarge photovoltaique à de fin de maraichage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,448.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,,2025-08-06,COSO
Réalisation d'un forage photovoltaïque à des fins de maraichage,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,0.0,600.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2025-11-21,2026-03-09,COSO
Réalisation d'un foarge photovoltaïque à des fins de maraichage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,1314.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2025-04-30,2025-08-28,COSO
Réalisation d'un forage photovoltaïque à des finis de maraichage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,2010.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2025-06-27,2025-09-05,COSO
Réalisation d'un forage photovoltaïque à des finis de maraichage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,0.0,626.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2025-05-05,2025-08-28,COSO
construction et équipement d'un centre communautaire ,Forage Photovoltaïque (Centre communautaire),Réception provisoire 100.0%,0.0,3697.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,2024-11-19,2025-09-05,COSO
Réhabilitation du Marché de POISSONGUI,Forages photovoltaïques dans les marchés pour eau de boisson,Réception provisoire 100.0%,,,Savanes,Tône,Tône 1,Poissongui,2025-04-09,2026-03-13,COSO
Réhabilitation du Marché de POGNO,Forages photovoltaïques dans les marchés pour eau de boisson,Réception provisoire 100.0%,,,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,2025-08-06,2026-03-11,COSO
Réhabiliation du Marché de Nali,Forages photovoltaïques dans les marchés pour eau de boisson,Achevé 100.0%,,,Savanes,Oti-Sud,Oti-Sud 2,Nali,2025-06-25,2025-12-31,COSO
Réhabilitation du Marché de NAMARE,Forages photovoltaïques dans les marchés pour eau de boisson,Achevé 100.0%,,,Savanes,Tône,Tône 2,Nanergou,2025-12-05,2025-12-31,COSO
Réhabilitation du Marché de TAMI,Forages photovoltaïques dans les marchés pour eau de boisson,En cours,,,Savanes,Tône,Tône 3,Tami,2026-01-12,2025-06-28,COSO
Réhabilitation du Marché de WARKAMBOU,Forages photovoltaïques dans les marchés pour eau de boisson,Achevé 100.0%,,,Savanes,Tône,Tône 3,Warkambou,,2025-12-31,COSO
Réhabilitation du marché de GALANGASHIE CENTRE,Forages photovoltaïques dans les marchés pour eau de boisson,Réception provisoire 100.0%,,,Savanes,Oti,Oti 2,Galangashie,2025-03-30,2025-06-06,COSO
Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Réception provisoire 100.0%,,,Savanes,Tandjoaré,Tandjoaré 2,Sangou,2025-03-15,2025-09-21,COSO
Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Réception provisoire 100.0%,,,Savanes,Tône,Tône 1,Kourientre,2025-02-25,2025-06-09,COSO
Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Réception provisoire 100.0%,,,Savanes,Tône,Tône 4,Korbongou,2025-03-06,2025-07-24,COSO
Réhabilitation d'un bâtiment scolaire de 3 salles de classes+blocs latrines+bureau + Forage photovoltaïque à l'EPP GBETI,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,,849.0,Savanes,Oti-Sud,Oti-Sud 1,Mogou,,2025-09-02,COSO
Réalisation d'un forage photovoltaïque pour le maraîchage,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,100.0,2891.0,Savanes,Kpendjal,Kpendjal 1,Koundjoaré,2025-11-12,2026-04-22,COSO
Réhabilitation de la Retenues d'eau pour le maraîchage et l'abreuvement des animaux,Forages photovoltaïques pour les activités maraîchères,Réception provisoire 100.0%,,2060.0,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,2025-03-20,2025-06-03,COSO
Réalisation d'une forage photovoltaïque pour eau de boisson en communauté,Forages photovoltaïques dans les communautés pour eau de boisson,Achevé 100.0%,100.0,1382.0,Savanes,Kpendjal,Kpendjal 1,Koundjoaré,2025-07-28,2026-02-15,COSO
Construction d'un JEP à l'EPP Touléba (bâtiment scolaire)+ Réhabilitation du PMH existant en forage phovoltaïque + Clôture,Forages photovoltaïques dans les établissements scolaires,Remise de l'ouvrage à la communauté 100.0%,,628.0,Savanes,Oti-Sud,Oti-Sud 2,Nali,2024-05-29,2024-09-19,COSO
Installation de 10 lampadaires Solaires ,Forages photovoltaïques dans les communautés pour eau de boisson,Réception provisoire 100.0%,,191.0,Savanes,Tandjoaré,Tandjoaré 2,Sangou,2025-10-27,2026-02-02,COSO
Construction et équipement d'un bâtiment scolaire au JEP + Bloc de latrine sans forage + Réhabilitation d'un PMH en forage photovoltaïque,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,,1212.0,Savanes,Tône,Tône 3,Lotogou,2024-11-01,2025-03-19,COSO
Construction et équipement d’un bâtiment scolaire de 4 classes avec bureau et magasin au lycée de Sanfatoute + blocs de latrines + forages photovoltaïques,Forages photovoltaïques dans les communautés pour eau de boisson,Réception provisoire 100.0%,,200.0,Savanes,Tône,Tône 4,Sanfatoute,2025-03-06,2026-01-01,COSO
Construction d'un bâtiment scolaire de trois classes avec bureau et magasin plus un bloc de latrines à l'EPP Natchare AVEC FORAGE,Forages photovoltaïques dans les communautés pour eau de boisson,Réception provisoire 100.0%,,510.0,Savanes,Tône,Tône 3,Tami,2025-11-17,2025-12-11,COSO
Installation des lampadaires solaires ,Forages photovoltaïques dans les établissements scolaires,Réception provisoire 100.0%,,1057.0,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,2025-04-15,2025-07-05,COSO
Réalisation d'un forage photovotaïque pour eau de boisson dans le marché de Kaboli,Forages photovoltaïques dans les marchés pour eau de boisson,Réception provisoire 100.0%,,,Centrale,Tchamba,Tchamba 3,Kaboli,2025-08-11,2026-03-13,COSO
Réalisation d'un forage photovoltaique AEP,Forages photovoltaïques dans les communautés pour eau de boisson,Remise de l'ouvrage à la communauté 100.0%,100.0,409.0,Savanes,Cinkassé,Cinkassé 1,Boadé,2025-12-29,2026-04-02,COSO
Réalisation d'un forage photovoltaïque pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Réception provisoire 100.0%,100.0,1800.0,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,2026-01-19,2026-05-08,COSO
Realisation de forage photovoltaique pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Réception provisoire 100.0%,,1400.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-11-26,2026-03-10,COSO
Réalisation d'un forage photovoltaique pour eau de Boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Réception technique 100.0%,0.0,3843.0,Savanes,Oti-Sud,Oti-Sud 1,Gando,2025-11-26,2026-03-30,COSO
"Réalisation d'un forage photo voltaïque pour eau de boisson, dans le quartier des réfugiés (Pigniéka)",Forages photovoltaïques dans les communautés pour eau de boisson,Réception technique 100.0%,100.0,3050.0,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,2026-01-26,2026-05-15,COSO
Réalisation d'un forage photovoltaique pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Réception technique 100.0%,100.0,599.0,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,2026-01-13,2026-05-14,COSO
Construction d'un bâtiment  du JEP de deux classes plus clôture sans forage,Forages photovoltaïques dans les établissements scolaires,Réception technique 100.0%,,,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,2026-01-26,2026-03-24,COSO
Réhabilitation du Marché de KORBONGOU,Forages photovoltaïques dans les marchés pour eau de boisson,Achevé 100.0%,,,Savanes,Tône,Tône 4,Korbongou,2025-04-23,2025-12-31,COSO
Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,,,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,2025-07-02,2025-11-24,COSO
Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,,,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,2025-07-02,2025-11-24,COSO
Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,,,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,2025-07-02,2025-11-24,COSO
Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,,,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,2025-07-02,2025-11-24,COSO
Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,Achevé 100.0%,,,Savanes,Cinkassé,Cinkassé 2,Sam-Naba,2025-07-02,2025-11-24,COSO
